"PHEC_result_ID","PHEC_result_groups_ID","result_groups_approval_status","result_groups_capacity","result_groups_description","result_groups_display_name","result_groups_id","result_groups_image_display_url","result_groups_image_url","result_groups_is_organization","result_groups_name","result_groups_revision_id","result_groups_state","result_groups_title","result_groups_type"
"250","257","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"251","258","approved","member","Statistics and information on Cancelled Elective Operations. This section holds data on the number of cancelled elective operations and breaches of the standard. Data is also available on the total number of operating theatres and those which are dedicated day case theatres.","Cancelled Elective Operations Data","a9bd6d6c-b2ed-4e1e-ab1a-f7b2353f6860","","","False","ceo","ecebad85-541d-4829-bd9d-a3b1ac2f4d21","active","Cancelled Elective Operations Data","group"
"251","259","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"252","260","approved","member","Statistics and information on Cancelled Elective Operations. This section holds data on the number of cancelled elective operations and breaches of the standard. Data is also available on the total number of operating theatres and those which are dedicated day case theatres.","Cancelled Elective Operations Data","a9bd6d6c-b2ed-4e1e-ab1a-f7b2353f6860","","","False","ceo","ecebad85-541d-4829-bd9d-a3b1ac2f4d21","active","Cancelled Elective Operations Data","group"
"252","261","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"253","262","approved","member","Statistics and information on Cancelled Elective Operations. This section holds data on the number of cancelled elective operations and breaches of the standard. Data is also available on the total number of operating theatres and those which are dedicated day case theatres.","Cancelled Elective Operations Data","a9bd6d6c-b2ed-4e1e-ab1a-f7b2353f6860","","","False","ceo","ecebad85-541d-4829-bd9d-a3b1ac2f4d21","active","Cancelled Elective Operations Data","group"
"253","263","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"254","264","approved","member","Statistics and information on Cancelled Elective Operations. This section holds data on the number of cancelled elective operations and breaches of the standard. Data is also available on the total number of operating theatres and those which are dedicated day case theatres.","Cancelled Elective Operations Data","a9bd6d6c-b2ed-4e1e-ab1a-f7b2353f6860","","","False","ceo","ecebad85-541d-4829-bd9d-a3b1ac2f4d21","active","Cancelled Elective Operations Data","group"
"254","265","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"255","266","approved","member","Statistics and information on Cancelled Elective Operations. This section holds data on the number of cancelled elective operations and breaches of the standard. Data is also available on the total number of operating theatres and those which are dedicated day case theatres.","Cancelled Elective Operations Data","a9bd6d6c-b2ed-4e1e-ab1a-f7b2353f6860","","","False","ceo","ecebad85-541d-4829-bd9d-a3b1ac2f4d21","active","Cancelled Elective Operations Data","group"
"255","267","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"256","268","approved","member","Statistics and information on Cancelled Elective Operations. This section holds data on the number of cancelled elective operations and breaches of the standard. Data is also available on the total number of operating theatres and those which are dedicated day case theatres.","Cancelled Elective Operations Data","a9bd6d6c-b2ed-4e1e-ab1a-f7b2353f6860","","","False","ceo","ecebad85-541d-4829-bd9d-a3b1ac2f4d21","active","Cancelled Elective Operations Data","group"
"256","269","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"257","270","approved","member","Statistics and information on Cancelled Elective Operations. This section holds data on the number of cancelled elective operations and breaches of the standard. Data is also available on the total number of operating theatres and those which are dedicated day case theatres.","Cancelled Elective Operations Data","a9bd6d6c-b2ed-4e1e-ab1a-f7b2353f6860","","","False","ceo","ecebad85-541d-4829-bd9d-a3b1ac2f4d21","active","Cancelled Elective Operations Data","group"
"258","271","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"259","272","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"260","273","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"261","274","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"262","275","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"263","276","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"264","277","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"265","278","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
