"PHEC_result_ID","PHEC_key_facts_ID","key_facts"
"2031","1","<p><strong>England - April to December 2015</strong><sup>a</sup></p><p><strong>Outcomes</strong></p><ul><li>267,112 people set a quit date through NHS Stop Smoking Services and at the 4 week follow-up 135,845 people (51 per cent) had successfully quit (self-reported)<sup>b</sup>.</li><li>71 per cent of successful quitters (self-reported)b had their results confirmed by Carbon Monoxide (CO) verification<sup>c</sup>.</li><li>Of those setting a quit date, success increased with age, from 42 per cent of those aged under 18, to 57 per cent of those aged 60 and over.</li><li>Slightly more Females than Males set a quit date in all age groups with the exception of 35 to 44 year olds, however Males had a slightly higher self-reported success rate in all age groups.</li><li>Of the 12,529 pregnant women who set a quit date, 5,726 successfully quit (self-reported)b (46 per cent). Of these, 60 per cent had their results confirmed by CO verification<sup>c</sup>.</li></ul><p><strong>Geographical Patterns</strong></p><ul><li>Among the nine regions, Yorkshire and the Humber and the South East reported the highest proportion of successful quitters (self-reported)<sup>b</sup>. (56 per cent), whilst the North East reported the lowest success rate (45 per cent)<sup>d</sup>.</li><li>Of the 150 Local Authorities (LAs) who submitted data, Warrington Borough Council reported the highest proportion of successful quitters (self-reported)<sup>b</sup> (81 per cent) followed by Bracknell Forest Borough Council (78 per cent). In contrast, London Borough of Newham Council reported the lowest success rate (30 per cent) with Dorset County Council being the next lowest (32 per cent)<sup>d</sup>.</li></li></ul><p><strong>Treatment and Expenditure</strong> </p><ul><li>?One-to-one support? (216,239) was the most widely used Intervention Type<sup>e</sup> and had a success rate of 50 per cent, whilst ?telephone support? was used by far fewer quitters (6,674) but had the highest success rate at 61 per cent<sup>d</sup>. </li><li>?General practice? was the most common Intervention Setting<sup>e</sup> with 98,516 people setting a quit date and 47,481 (48 per cent) successfully quitting. A ?Hospital? setting was used by 8,306 people setting a quit date but had the highest success rate, (59 per cent) with 4,867 people successfully quitting<sup>d</sup>. </li><li>The most common pharmacotherapy received by those setting a quit date was a combination of licensed NCPs concurrently (33 per cent). This compares to 26 per cent who received a single Nicotine Containing Product (NCP) and similarly, 26 per cent who used Varenicline (Champix) only. Seven per cent of people setting a quit date did not receive any pharmacotherapy, and the remaining 9 per cent received another type of pharmacotherapy or the type they received was not known. </li><li>There were differences in the proportion successfully quitting by the type of pharmacotherapy received<sup>e</sup>, 72 per cent of those who used a ?licensed medication and an unlicensed NCP consecutively? successfully quit. This compares to 66 per cent of those who received an ?Unlicensed NCP? and 60 per cent of those who received Varenicline (Champix) only. </li><li>58 per cent of people setting a quit date (154,133) were eligible to receive free prescriptions and 55 per cent of successful quitters (75,149) were eligible. This gave a success rate of 49 per cent for those eligible to receive free prescriptions. </li></ul><p>_________________________________________________<br><strong>Footnotes</strong> <ol type=a><li>Not all local authorities returned all data items. No estimates have been made for missing data so national and regional totals presented here will be an underestimate. See data quality statement for more information. </li><li>A client is counted as a ?self-reported 4-week quitter? if when assessed 4 weeks after the designated quit date, they declare that they have not smoked, even a single puff on a cigarette, in the past two weeks. </li><li>Carbon Monoxide (CO) validation measures the level of carbon monoxide in the bloodstream and provides an indication of the level of use of tobacco: it is a motivational tool for clients as well as validation of their smoking status. CO validation should be attempted on all clients who self-report as having successfully quit at the 4-week follow-up, except those who were followed up by telephone. </li><li>Note that these are not standardised rates. </li><li>These data should not be used to assess or compare the clinical effectiveness of the various pharmacotherapies or intervention types and settings as they reflect only the results obtained through the NHS Stop Smoking Services, and are not based on clinical trials. For example, a particular intervention type may be used more often for heavy smokers which will reduce the quit rate. A trained stop smoking advisor discusses and agrees the treatment option with each client. </li></ol>"
"2032","1","<div><p>In the period April 2015-November 2015:</p><p>??26.4 million imaging procedures were recorded in the Diagnostic Imaging Dataset as having taken place. It was possible to link?24.1 million of these records to individuals in the Hospital Episode Statistics data set.</p><p>??4.1 million patients who were admitted to hospital at least once were identified as having at least one imaging procedure during the same period.</p><p>??4.8 million patients who had at least one accident and emergency attendance were identified as having at least one imaging procedure during the same period.</p><p>??8.4 million patients who had at least one outpatient appointment were identified as having at least one imaging procedure during the same period.</p></div>"
"2033","1","<div><div>This is the latest publication of a monthly series of the Hospital and Community Health Services (HCHS) workforce statistics using data from the Electronic Staff Record (ESR). The figures do not include data for GPs and practice staff. </div></div>"
"2036","1","<p>Extracted from HSCIC maintained GP Payments system.</p><p>Practices are matched to Organisational Data Services reference data. <p></p>"
"2037","1","<div>Data collected at the end of March 2016 show that:</div><div><br>??2,615 patients were in hospital at the end of the reporting period; <br>??201 ,? CCGs/Hubs updated information by the end of the reporting period;<br>??15 CCGs/Hubs did not update any information or confirm that currently held information was correct by the end of the period;<br>??3 CCGs/Hubs have never submitted data as they have not had a patient in scope of this collection since the transfer of this collection to HSCIC.</div><div>?</div><div>During March 2016 there were:</div><div><br>??2,545 patients in care from the previous month;<br>??70 admissions to hospital;<br>??105 discharges/transfers from hospital; <br>??5 patients admitted and discharged/transferred in the period.</div>"
"2038","1","<div><p>This is a publication covering a wide variety of statistics about the?General and Personal Medical Practitioners and their?practice staff. It does not include NHS hospital and community staff (available separately). </p></div>"
"2039","1","<div><ul><li>Between October and December 2015 the average sickness absence rate for the NHS in England was 4.31 per cent, a decrease from the same period in 2014.</li><li>The North West HEE region had the highest average sickness absence rate at 4.95 per cent. North West London HEE region had the lowest average at 3.39 per cent.</li><li>Healthcare Assistants and Other Support Staff were the staff group with the highest average sickness absence rate with an average of 6.50 per cent. Nursing, Midwifery and Health Visiting Learners had the lowest average at 0.85 per cent.</li><li>Amongst types of organisation, Ambulance had the highest average sickness absence rate with an average of 5.66 per cent. Clinical Commissioning Groups had the lowest average with a rate of 2.72 per cent. </li></ul></div>"
"2041","1","<div>In January 2016:</div><div>?</div><div><strong>119,470</strong> referrals were received</div><div>?</div><div>of which <strong>63,788 (53.4 per cent)</strong> were self-referrals</div><div>?</div><div><strong>84,913</strong> referrals entered treatment</div><div>?</div><div>for which <strong>28.4 days </strong>was the average (mean) waiting time between referral and first treatment appointment</div><div>?</div><div><strong>104,946</strong> referrals ended</div><div>?</div><div>of which <strong>42,298 (40.3 per cent)</strong> finished a course of treatment</div><div>?</div><div>for which <strong>6.5</strong> was the average (mean) number of attended treatment appointments</div><div>?</div><div>and of which <strong>27,060 (64.0 per cent)</strong> showed reliable improvement</div><div>?</div><div>and <strong>38,900 (92.0 per cent)</strong> started treatment at caseness</div><div>?</div><div>of which <strong>18,652 (47.9 per cent)</strong> moved to recovery</div><div>?</div><div>and <strong>17,759 (45.7 per cent)</strong> showed reliable recovery.</div><div>?</div><div>Waiting times for a course of treatment (for those finishing a course of treatment in January 2016):</div><div>?</div><div><strong>35,677 (84.3 per cent)</strong> waited less than 6 weeks to enter treatment</div><div>?</div><div><strong>40,761 (96.4 per cent) </strong>waited less than 18 weeks to enter treatment</div>"
"2042","1","<p>Submissions for January 2016 were received from 85 service providers. Experimental analysis of this data shows that at the end of January 2016:</p><ul><li>1,171,459 people were in contact with mental health or learning disabilities services.? Of these 1,126,778 were in contact with MH services and 57,608 were in contact with learning disabilities services.? These two combined are higher than the total, as a person may be in contact with both services.</li><li>18,250 (1.6 per cent) people were inpatients in hospital and 1,369 people, for whom the distance travelled could be calculated, were receiving care 50km or more away from their home postcode.</li></ul><p>Amongst those in contact with mental health services at the end of the month:</p><ul><li>1,115,316 people were in contact with adult mental health services and 104,480 people were in contact with a mental health service for children and young people, including CAMHS . Some people appeared to be in contact with both adult and CYP services.</li><li>915,323 people were aged 19 or over and 211,236 were aged under 19</li><li>12,923 people were subject to the Mental Health Act</li><li>This figure included 8,977 people detained in hospital, of which 179 were aged under 18 and 1,428 were aged 65 or over</li><li>53.5 per cent of people in contact with adult mental health services who had been treated under the Care Programme Approach for the last twelve months received a review during that time.</li></ul><p>During January 2016 259,601 new referrals were received and 1,246,248 care contacts were attended.</p><p>Between 1 January and 29 February 2016 provisional data shows <br></p><ul><li>1,872 new referrals for people with suspected first episode psychosis were received</li><li>324 referrals with suspected first episode psychosis commenced treatment. <br></li></ul>"
"2043","1","<div>As of April 2016, 2.2 per cent of patients in England (around 1 in 45) have opted out of information that identifies them being shared outside of the HSCIC for purposes beyond direct care.</div>"
"2044","1","<div><p><b>England </b></p><ul><li>In 2014, 58 per cent of women and 65 per cent of men were overweight or obese. Obesity prevalence has increased from 15 per cent in 1993 to 26 per cent in 2014.</li><li>In 2014/15, more than 1 in 5 children in Reception, and 1 in 3 children in Year 6 were measured as obese or overweight. Children in most deprived areas are twice as likely to be obese than children in least deprived areas. </li><li>In 2014/15<sup>a</sup>, there were 6,032 Finished Consultant Episodes (FCE?s) in NHS hospitals with a primary diagnosis of obesity and a main or secondary procedure of bariatric surgery. </li><li>60 per cent of bariatric surgery patients were aged between 35 and 54. 76 per cent of bariatric surgery patients were female. </li><li>In 2014, 519,000 items were prescribed for the treatment of obesity in primary care in England. That is 8 per cent less than in 2013 when 563,000 items were prescribed. </li><li>The net ingredient cost (NIC) of these prescription items was ?15m in 2014, half the 2011 figure. </li><li>In 2014/15, 36 per cent of adults (16+)?played sport at least once a week. 57 per cent did not?play any sport in the 28 days prior to being surveyed.</li></ul><p>________________________________________________ <br><b>Footnotes</b> <br><sup>a</sup> The data on hospital activity presented in this report are for inpatients only and therefore does not reflect all hospital activity. Outpatient procedures are not included in these figures due to the primary diagnosis code being poorly populated, and there being no certainty that procedures are for obesity diagnoses. This should be considered when interpreting changes over time as recording and clinical practice may change and in particular, practices vary between hospitals as to whether some episodes are carried out or recorded in outpatient or inpatient settings.</p></div>"
