"PHEC_result_ID","PHEC_keywords_ID","keywords"
"53","9","Bupropion"
"53","10","Zyban"
"53","11","NHS Stop Smoking Services"
"53","12","NRT"
"53","13","quitters"
"53","14","successful quitters"
"53","15","CO monitoring"
"53","16","CO validation"
"53","17","carbon monoxide"
"53","18","smoking during pregnancy"
"53","19","4 week follow-up"
"53","20","Stop-smoking collection"
"53","21","Stop-smoking expenditure"
"53","22","Stop-smoking treatments"
"54","1","Smoking"
"54","2","Alcohol"
"54","3","Drinking"
"54","4","Drugs"
"54","5","Young people"
"54","6","Secondary school"
"54","7","Drug abuse"
"54","8","Drug misuse"
"55","1","Smoking cessation"
"55","2","Smoking cessation services"
"55","3","Nicotine replacement therapy"
"55","4","Varenicline"
"55","5","Champix"
"55","6","Zyban"
"55","7","NHS Stop Smoking Services"
"55","8","NRT"
"55","9","Statistics on NHS Stop Smoking Services"
"55","10","stop smoking statistics"
"55","11","Buprprion"
"55","12","quitters"
"55","13","successful quitters"
"55","14","CO monitoring"
"55","15","CO validation"
"55","16","carbon monoxide"
"55","17","stop smoking collection"
"55","18","smoking during pregnancy"
"55","19","stop smoking expenditure"
"55","20","stop smoking treatments"
"55","21","4 week follow-up"
"55","22","stop smoking"
"56","1","Guardianship"
"56","2","Mental illness"
"56","3","Section 7"
"56","4","Section 37"
"56","5","SSDA 702"
"56","6","Mental health"
"56","7","1983 Mental Health Act"
"56","8","2005 Mental Health Act"
"57","1","Smoking"
"57","2","Alcohol"
"57","3","Drinking"
"57","4","Drugs"
"57","5","Young people"
"57","6","Secondary school"
"57","7","Drug abuse"
"57","8","Drug misuse"
"58","1","Guardianship"
"58","2","Mental illness"
"58","3","Section 7"
"58","4","Section 37"
"58","5","SSDA 702"
"58","6","Mental health"
"58","7","1983 Mental Health Act"
"58","8","2005 Mental Health Act"
"59","1","Smoking cessation"
"59","2","Stop-smoking services"
"59","3","Smoking cessation services"
"59","4","Stop-smoking medication"
"59","5","Nicotine addiction"
"59","6","Nicotine replacement therapy"
"59","7","Varenicline"
"59","8","Champix"
"59","9","Bupropion"
"59","10","Zyban"
"59","11","NHS Stop Smoking Services"
"59","12","NRT"
"59","13","quitters"
"59","14","successful quitters"
"59","15","CO monitoring"
"59","16","CO validation"
"59","17","carbon monoxide"
"59","18","smoking during pregnancy"
"59","19","4 week follow-up"
"59","20","Stop-smoking collection"
"59","21","Stop-smoking expenditure"
"59","22","Stop-smoking treatments"
"60","1","Smoking"
"60","2","Alcohol"
"60","3","Drinking"
"60","4","Drugs"
"60","5","Young people"
"60","6","Secondary school"
"60","7","Drug misuse"
"61","1","Guardianship"
"61","2","Mental illness"
"61","3","Section 7"
"61","4","Section 37"
"61","5","SSDA 702"
"61","6","Mental health"
"61","7","1983 Mental Health Act"
"61","8","2005 Mental Health Act"
"62","1","Smoking cessation"
"62","2","Smoking cessation services"
"62","3","Nicotine replacement therapy"
"62","4","Varenicline"
"62","5","Champix"
"62","6","Zyban"
"62","7","NHS Stop Smoking Services"
"62","8","NRT"
"62","9","Statistics on NHS Stop Smoking Services"
"62","10","stop smoking statistics"
"62","11","Buprprion"
"62","12","quitters"
"62","13","successful quitters"
"62","14","CO monitoring"
"62","15","CO validation"
"62","16","carbon monoxide"
"62","17","stop smoking collection"
"62","18","smoking during pregnancy"
"62","19","stop smoking expenditure"
"62","20","stop smoking treatments"
"62","21","4 week follow-up"
"62","22","stop smoking"
"63","1","Smoking"
"63","2","Alcohol"
"63","3","Drinking"
"63","4","Drugs"
"63","5","Young people"
"63","6","Secondary school"
"63","7","Drug abuse"
"63","8","Drug misuse"
"64","1","Guardianship"
"64","2","Mental illness"
"64","3","Section 7"
"64","4","Section 37"
"64","5","SSDA 702"
"64","6","Mental health"
"64","7","1983 Mental Health Act"
"64","8","2005 Mental Health Act"
"65","1","Guardianship"
"65","2","Mental illness"
"65","3","Section 7"
"65","4","Section 37"
"65","5","SSDA 702"
"65","6","Mental health"
"65","7","1983 Mental Health Act"
"65","8","2005 Mental Health Act"
"66","1","Smoking"
"66","2","Alcohol"
"66","3","Drinking"
"66","4","Drugs"
"66","5","Young people"
"66","6","Secondary school"
"66","7","Drug abuse"
"66","8","Drug misuse"
"67","1","Smoking cessation"
"67","2","Smoking cessation services"
"67","3","Nicotine replacement therapy"
"67","4","Varenicline"
"67","5","Champix"
"67","6","Zyban"
"67","7","NHS Stop Smoking Services"
"67","8","NRT"
"67","9","Statistics on NHS Stop Smoking Services"
"67","10","stop smoking statistics"
"67","11","Buprprion"
"67","12","quitters"
"67","13","successful quitters"
"67","14","CO monitoring"
"67","15","CO validation"
"67","16","carbon monoxide"
"67","17","stop smoking collection"
"67","18","smoking during pregnancy"
"67","19","stop smoking expenditure"
"67","20","stop smoking treatments"
"67","21","4 week follow-up"
"67","22","stop smoking"
"68","1","Guardianship"
"68","2","Mental illness"
"68","3","Section 7"
"68","4","Section 37"
"68","5","SSDA 702"
"68","6","Mental health"
"68","7","1983 Mental Health Act"
"68","8","2005 Mental Health Act"
"69","1","Smoking cessation"
"69","2","Smoking cessation services"
"69","3","Nicotine replacement therapy"
"69","4","Varenicline"
"69","5","Champix"
"69","6","Zyban"
"69","7","NHS Stop Smoking Services"
"69","8","NRT"
"69","9","Statistics on NHS Stop Smoking Services"
"69","10","stop smoking statistics"
"69","11","Buprprion"
"69","12","quitters"
"69","13","successful quitters"
"69","14","CO monitoring"
"69","15","CO validation"
"69","16","carbon monoxide"
"69","17","stop smoking collection"
"69","18","smoking during pregnancy"
"69","19","stop smoking expenditure"
"69","20","stop smoking treatments"
"69","21","4 week follow-up"
"69","22","stop smoking"
"70","1","Smoking cessation"
"70","2","Smoking cessation services"
"70","3","Nicotine replacement therapy"
"70","4","Varenicline"
"70","5","Champix"
"70","6","Zyban"
"70","7","NHS Stop Smoking Services"
"70","8","NRT"
"70","9","Statistics on NHS Stop Smoking Services"
"70","10","stop smoking statistics"
"70","11","Buprprion"
"70","12","quitters"
"70","13","successful quitters"
"70","14","CO monitoring"
"70","15","CO validation"
"70","16","carbon monoxide"
"70","17","stop smoking collection"
"70","18","smoking during pregnancy"
"70","19","stop smoking expenditure"
"70","20","stop smoking treatments"
"70","21","4 week follow-up"
"70","22","stop smoking"
"71","1","Smoking"
"71","2","Alcohol"
"71","3","Drinking"
"71","4","Drugs"
"71","5","Young people"
"71","6","Secondary school"
"71","7","Drug abuse"
"71","8","Drug misuse"
"72","1","Smoking cessation"
"72","2","Stop-smoking services"
"72","3","Smoking cessation services"
"72","4","Stop-smoking medication"
"72","5","Nicotine addiction"
"72","6","Nicotine replacement therapy"
"72","7","Varenicline"
"72","8","Champix"
"72","9","Bupropion"
"72","10","Zyban"
"72","11","NHS Stop Smoking Services"
"72","12","NRT"
"72","13","quitters"
"72","14","successful quitters"
"72","15","CO monitoring"
"72","16","CO validation"
"72","17","carbon monoxide"
"72","18","smoking during pregnancy"
"72","19","4 week follow-up"
"72","20","Stop-smoking collection"
"72","21","Stop-smoking expenditure"
"72","22","Stop-smoking treatments"
"73","1","Smoking"
"73","2","Alcohol"
"73","3","Drinking"
"73","4","Drugs"
"73","5","Young people"
"73","6","Secondary school"
"73","7","Drug abuse"
"73","8","Drug misuse"
"74","1","Hypertension"
"74","2","Nutrition"
"74","3","Obesity"
"74","4","Smoking"
"74","5","Chronic kidney disease"
"74","6","Alcohol"
"74","7","Diabetes"
"74","8","child health"
"74","9","adult health"
"74","10","Overweight"
"74","11","5 a day"
"74","12","Self-assessed general health"
"74","13","Kidney disease"
"74","14","Renal function"
"74","15","Blood pressure"
"74","16","Diet"
"74","17","Fruit and vegetables"
"74","18","Personal care plans"
"74","19","CKD"
"74","20","General health"
"74","21","Longstanding illness"
"74","22","Glycaemia"
"74","23","Limiting Longstanding illness"
"74","24","Long-term conditions"
"75","1","Hypertension"
"75","2","Nutrition"
"75","3","Obesity"
"75","4","Smoking"
"75","5","Healthy eating"
"75","6","Alcohol"
"75","7","Drinking"
"75","8","child health"
"75","9","adult health"
"75","10","BMI"
"75","11","5 a day"
"75","12","Diet"
"75","13","Healthy behaviour"
"75","14","Fruit and vegetables"
"75","15","Exercise"
"75","16","Physical activity"
"75","17","Sports"
"76","1","Smoking cessation"
"76","2","Stop-smoking services"
"76","3","Smoking cessation services"
"76","4","Stop-smoking medication"
"76","5","Nicotine addiction"
"76","6","Nicotine replacement therapy"
"76","7","Varenicline"
"76","8","Champix"
"76","9","Bupropion"
"76","10","Zyban"
"76","11","NHS Stop Smoking Services"
"76","12","NRT"
"76","13","quitters"
"76","14","successful quitters"
"76","15","CO monitoring"
"76","16","CO validation"
"76","17","carbon monoxide"
"76","18","smoking during pregnancy"
"76","19","4 week follow-up"
"76","20","Stop-smoking collection"
"76","21","Stop-smoking expenditure"
"76","22","Stop-smoking treatments"
"77","1","Hypertension"
"77","2","Nutrition"
"77","3","Obesity"
"77","4","Smoking"
"77","5","Healthy eating"
"77","6","Alcohol"
"77","7","Drinking"
"77","8","child health"
"77","9","adult health"
"77","10","BMI"
"77","11","5 a day"
"77","12","Diet"
"77","13","Healthy behaviour"
"77","14","Fruit and vegetables"
"77","15","Exercise"
"77","16","Physical activity"
"77","17","Sports"
"77","18","cardiovascular fitness"
"77","19","Fitness"
"78","1","Adult social care"
"78","2","AVA"
"78","3","Safeguarding"
"78","4","Referrals"
"78","5","Alerts"
"78","6","Vulnerable adults"
"78","7","Abuse of vulnerable adults"
"79","1","Smoking"
"79","2","Smoking cessation"
"79","3","Stop-smoking services"
"79","4","Smoking cessation services"
"79","5","Stop-smoking medication"
"79","6","Nicotine addiction"
"79","7","Nicotine replacement therapy"
"79","8","Varenicline"
"79","9","Champix"
"79","10","Bupropion"
"79","11","Zyban"
"79","12","NHS Stop Smoking Services"
"79","13","NRT"
"79","14","successful quitters"
"79","15","CO monitoring"
"79","16","CO validation"
"79","17","carbon monoxide"
"79","18","smoking during pregnancy"
"79","19","stop smoking expenditure"
"79","20","stop smoking treatments"
"79","21","4 week follow-up"
"80","1","Hypertension"
"80","2","Nutrition"
"80","3","Obesity"
"80","4","Smoking"
"80","5","Body mass index"
"80","6","Chronic kidney disease"
"80","7","Alcohol"
"80","8","Diabetes"
"80","9","child health"
"80","10","adult health"
"80","11","BMI"
"80","12","Overweight"
"80","13","5 a day"
"80","14","Self-assessed general health"
"80","15","Kidney disease"
"80","16","Renal function"
"80","17","Blood pressure"
"80","18","Diet"
"80","19","Fruit and vegetables"
"80","20","Personal care plans"
"80","21","CKD"
"80","22","General health"
"80","23","Longstanding illness"
"80","24","Glycaemia"
"80","25","Limiting Longstanding illness"
"80","26","Long-term conditions"
"81","1","Hypertension"
"81","2","Nutrition"
"81","3","Obesity"
"81","4","Smoking"
"81","5","Healthy eating"
"81","6","Alcohol"
"81","7","Drinking"
"81","8","child health"
"81","9","adult health"
"81","10","BMI"
"81","11","5 a day"
"81","12","Diet"
"81","13","Healthy behaviour"
"81","14","Fruit and vegetables"
"81","15","Exercise"
"81","16","Physical activity"
"81","17","Sports"
"81","18","cardiovascular fitness"
"81","19","Fitness"
"82","1","Adult social care"
"82","2","AVA"
"82","3","Safeguarding"
"82","4","Referrals"
"82","5","Alerts"
"82","6","Vulnerable adults"
"82","7","Abuse of vulnerable adults"
"83","1","Nutrition"
"83","2","Obesity"
"83","3","Smoking"
"83","4","Healthy eating"
"83","5","Body mass index"
"83","6","Drinking"
"83","7","child health"
"83","8","adult health"
"83","9","BMI"
"83","10","5 a day"
"83","11","Alchohol"
"83","12","Diet"
"83","13","Healthy behaviour"
"83","14","Fruit and vegetables"
"83","15","Exercise"
"83","16","Physical activity"
"83","17","Sports"
"83","18","cardiovascular fitness"
"84","1","19 minute response"
"84","2","14 minute response"
"84","3","8 minute response"
"84","4","Ambulance response rates"
"84","5","Patient transfers"
"84","6","Out of hours care"
"85","1","19 minute response"
"85","2","14 minute response"
"85","3","8 minute response"
"85","4","Ambulance response rates"
"85","5","Patient transfers"
"85","6","Out of hours care"
"86","1","Nutrition"
"86","2","Obesity"
"86","3","Smoking"
"86","4","Drinking"
"86","5","child health"
"86","6","adult health"
"86","7","BMI"
"86","8","5 a day"
"86","9","Alchohol"
"86","10","Diet"
"86","11","Healthy behaviour"
"86","12","Fruit and vegetables"
"86","13","Exercise"
"86","14","Physical activity"
"86","15","Sports"
"86","16","cardiovascular fitness"
"87","1","Adult social care"
"87","2","home care"
"87","3","Home help"
"87","4","CASSR"
"87","5","HH1"
"87","6","Community Care"
"88","1","19 minute response"
"88","2","14 minute response"
"88","3","8 minute response"
"88","4","Ambulance response rates"
"88","5","Patient transfers"
"88","6","Out of hours care"
"89","1","19 minute response"
"89","2","14 minute response"
"89","3","8 minute response"
"89","4","Ambulance response rates"
"89","5","Patient transfers"
"89","6","Out of hours care"
"90","1","Adult social care"
"90","2","home care"
"90","3","Home help"
"90","4","CASSR"
"90","5","HH1"
"90","6","Community Care"
"91","1","19 minute response"
"91","2","14 minute response"
"91","3","8 minute response"
"91","4","Ambulance response rates"
"91","5","Patient transfers"
"91","6","Out of hours care"
"92","1","19 minute response"
"92","2","14 minute response"
"92","3","8 minute response"
"92","4","Ambulance response rates"
"92","5","Patient transfers"
"92","6","Out of hours care"
"93","1","Adult social care"
"93","2","home care"
"93","3","Home help"
"93","4","CASSR"
"93","5","HH1"
"93","6","Community Care"
"94","1","PSSEX1"
"94","2","PSS"
"94","3","Social services"
"94","4","Personal social services"
"94","5","expenditure"
"94","6","Direct payment"
"94","7","PSSEX"
"94","8","Social care expenditure"
"94","9","PSS-EX1"
"94","10","finance"
"95","1","19 minute response"
"95","2","14 minute response"
"95","3","8 minute response"
"95","4","Ambulance response rates"
"95","5","Patient transfers"
"95","6","Out of hours care"
"96","1","Adult social care"
"96","2","home care"
"96","3","Home help"
"96","4","CASSR"
"96","5","HH1"
"96","6","Community Care"
"97","1","Standards of care"
"97","2","Written complaints"
"97","3","Patient care"
"98","1","Standards of care"
"98","2","Written complaints"
"98","3","Patient care"
"99","1","PSSEX1"
"99","2","PSS"
"99","3","Social services"
"99","4","Personal social services"
"99","5","expenditure"
"99","6","Direct payment"
